name,team,school,address,latitude,longitude
"Wagner, Moritz",Washington Wizards,University of Michigan-Ann Arbor,503 Thompson Street Ann Arbor MI 48109,42.2758739,-42.2758739
"Poole, Jordan",Golden State Warriors,University of Michigan-Ann Arbor,503 Thompson Street Ann Arbor MI 48109,42.2758739,-42.2758739
"Burke, Trey (FA)",Dallas Mavericks,University of Michigan-Ann Arbor,503 Thompson Street Ann Arbor MI 48109,42.2758739,-42.2758739
"Hardaway, Tim",Dallas Mavericks,University of Michigan-Ann Arbor,503 Thompson Street Ann Arbor MI 48109,42.2758739,-42.2758739
"Valentine, Denzel (FA)",Chicago Bulls,Michigan State University,426 Auditorium Road East Lansing MI 48824,42.7296495,-42.7296495
"Bridges, Miles",Charlotte Hornets,Michigan State University,426 Auditorium Road East Lansing MI 48824,42.7296495,-42.7296495
"Harris, Gary",Denver Nuggets,Michigan State University,426 Auditorium Road East Lansing MI 48824,42.7296495,-42.7296495
"Green, Draymond",Golden State Warriors,Michigan State University,426 Auditorium Road East Lansing MI 48824,42.7296495,-42.7296495
"Jackson, Jaren ",Memphis Grizzlies,Michigan State University,426 Auditorium Road East Lansing MI 48824,42.7296495,-42.7296495
"Forbes, Bryn (FA)",San Antonio Spurs,Michigan State University,426 Auditorium Road East Lansing MI 48824,42.7296495,-42.7296495
"Coffey, Amir (TW)",Los Angeles Clippers,University of Minnesota-Twin Cities,100 Church Street SE Minneapolis MN 55455,44.9758602,-44.9758602
"Davis, Terence",Toronto Raptors,University of Mississippi,Oxford  Mississippi University MS 38677,34.3662913,-34.3662913
"Weatherspoon, Quinndary (TW, FA)",San Antonio Spurs,Mississippi State University,Lee Boulevard Mississippi State MS 39762,33.455202,-33.455202
"Porter, Michael",Denver Nuggets,University of Missouri-Columbia,105 Jesse Hall Columbia MO 65211,38.9453385,-38.9453385
"Clarkson, Jordan (FA)",Utah Jazz,University of Missouri-Columbia,105 Jesse Hall Columbia MO 65211,38.9453385,-38.9453385
"Carroll, DeMarre (FA)",Houston Rockets,University of Missouri-Columbia,105 Jesse Hall Columbia MO 65211,38.9453385,-38.9453385
"Porter, Jontay ",Memphis Grizzlies,University of Missouri-Columbia,105 Jesse Hall Columbia MO 65211,38.9453385,-38.9453385
"Johnson, Alize",Indiana Pacers,Missouri Southern State University,3950 E. Newman Road Joplin MO 64801,37.0972414,-37.0972414
"Payne, Cameron",Phoenix Suns,Murray State University,218 Wells Hall Murray KY 42071,36.6163842,-36.6163842
"Morant, Ja",Memphis Grizzlies,Murray State University,218 Wells Hall Murray KY 42071,36.6163842,-36.6163842
"Roby, Isaiah ",Oklahoma City Thunder,University of Nebraska-Lincoln,14th and R St Lincoln NE 68588,40.8175693,-40.8175693
"Martin, Caleb",Charlotte Hornets,University of Nevada-Reno,North Virginia Street Reno NV 89557,39.5438691,-39.5438691
"Martin, Cody",Charlotte Hornets,University of Nevada-Reno,North Virginia Street Reno NV 89557,39.5438691,-39.5438691
"McGee, JaVale",Los Angeles Lakers,University of Nevada-Reno,North Virginia Street Reno NV 89557,39.5438691,-39.5438691
"Snell, Tony",Detroit Pistons,University of New Mexico-Main Campus,1700 Lomas Blvd NE Albuquerque NM 87106,35.0893968,-35.0893968
"Siakam, Pascal",Toronto Raptors,New Mexico State University-Main Campus,2850 Weddell Street Las Cruces NM 88003,32.2824831,-32.2824831
"O''Quinn, Kyle",Philadelphia 76ers,Norfolk State University,700 Park Avenue Norfolk VA 23504,36.8480161,-36.8480161
"Bullock, Reggie",New York Knicks,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Ellington, Wayne",New York Knicks,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Pinson, Theo",New York Knicks,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"White, Coby",Chicago Bulls,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Henson, John (FA)",Detroit Pistons,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Williams, Marvin",Milwaukee Bucks,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Little, Nassir",Portland Trail Blazers,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Bradley, Tony",Utah Jazz,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Davis, Ed",Utah Jazz,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Green, Danny",Los Angeles Lakers,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Johnson, Cameron",Phoenix Suns,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Barnes, Harrison",Sacramento Kings,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Jackson, Justin",Dallas Mavericks,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Zeller, Tyler",San Antonio Spurs,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-35.9132961
"Smith, Dennis",New York Knicks,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
"Warren, T. J.",Indiana Pacers,North Carolina State University at Raleigh,2101 Hillsborough Street Raleigh NC 27695,35.7863971,-35.7863971
"Barea, J. J. (FA)",Dallas Mavericks,Northeastern University,360 Huntington Ave Boston MA 2115,42.3403745,-42.3403745
"Law, Vic (TW, FA)",Orlando Magic,Northwest University,P.O. Box 579 Kirkland WA 98083,47.7933719,-47.7933719
"Connaughton, Pat",Milwaukee Bucks,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
"Grant, Jerian (FA)",Washington Wizards,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
"Nunn, Kendrick",Miami Heat,Oakland University,201 Meadow Brook Rd Rochester MI 483094451,42.671408,-42.671408
"Bates-Diop, Keita",Denver Nuggets,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
"Russell, D''Angelo",Minnesota Timberwolves,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
"Turner, Evan",Minnesota Timberwolves,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
"Conley, Mike",Utah Jazz,Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-40.0007775
"Griffin, Blake ",Detroit Pistons,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
"Young, Trae",Atlanta Hawks,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
"Hield, Buddy",Sacramento Kings,University of Oklahoma-Norman Campus,660 Parrington Oval Norman OK 73019,35.2085041,-35.2085041
"Smart, Marcus",Boston Celtics,Oklahoma State University-Main Campus,107 Whitehurst Stillwater OK 74078,36.1219844,-36.1219844
"Bazemore, Kent",Sacramento Kings,Old Dominion University,5115 Hampton Blvd Norfolk VA 23529,36.8839664,-36.8839664
"Wooten, Kenny (TW)",New York Knicks,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
"Boucher, Chris",Toronto Raptors,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
"Bell, Jordan",Cleveland Cavaliers,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
"King, Louis (TW, FA)",Detroit Pistons,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
"Brown, Troy",Washington Wizards,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
"Bol, Bol (TW)",Denver Nuggets,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
"Brooks, Dillon",Memphis Grizzlies,University of Oregon,110 Johnson Hall Eugene OR 97403,44.0637862,-44.0637862
"Payton, Gary (FA)",Washington Wizards,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
"Eubanks, Drew (TW, FA)",San Antonio Spurs,Oregon State University,1500 SW Jefferson Avenue Corvallis OR 97331,44.5639127,-44.5639127
"Reaves, Josh (TW, FA)",Dallas Mavericks,Pennsylvania State University-Main Campus,201 Old Main University Park PA 16802,40.7964727,-40.7964727
"Wanamaker, Brad (FA)",Boston Celtics,University of Pittsburgh-Pittsburgh Campus,4200 Fifth Avenue Pittsburgh PA 15260,40.44439,-40.44439
"Adams, Steven",Oklahoma City Thunder,University of Pittsburgh-Pittsburgh Campus,4200 Fifth Avenue Pittsburgh PA 15260,40.44439,-40.44439
"Dunn, Kris (FA)",Chicago Bulls,Providence College,1 Cunningham Square Providence RI 2918,41.8441035,-41.8441035
"Edwards, Carsen",Boston Celtics,Purdue University-Main Campus,Hovde Hall of Administration West Lafayette IN 47907,40.4282112,-40.4282112
"Swanigan, Caleb (FA)",Portland Trail Blazers,Purdue University-Main Campus,Hovde Hall of Administration West Lafayette IN 47907,40.4282112,-40.4282112
"Moore, E''Twaun",New Orleans Pelicans,Purdue University-Main Campus,Hovde Hall of Administration West Lafayette IN 47907,40.4282112,-40.4282112
"Green, Javonte ",Boston Celtics,Radford University,801 East Main St. Radford VA 24142,37.1398766,-37.1398766
"Galloway, Langston (FA)",Detroit Pistons,Saint Joseph's University,5600 City Avenue Philadelphia PA 19131,39.995634,-39.995634
"Bembry, DeAndre'' (FA)",Atlanta Hawks,Saint Joseph's University,5600 City Avenue Philadelphia PA 19131,39.995634,-39.995634
"Brown, Charlie (TW, FA)",Atlanta Hawks,Saint Joseph's University,5600 City Avenue Philadelphia PA 19131,39.995634,-39.995634
"Dellavedova, Matthew",Cleveland Cavaliers,Saint Mary's College of California,1928 Saint Marys Road Moraga CA 94575,37.8414569,-37.8414569
"Mills, Patty",San Antonio Spurs,Saint Mary's College of California,1928 Saint Marys Road Moraga CA 94575,37.8414569,-37.8414569
"McDaniels, Jalen",Charlotte Hornets,San Diego State University,5500 Campanile Dr San Diego CA 92182,32.7720012,-32.7720012
"Leonard, Kawhi",Los Angeles Clippers,San Diego State University,5500 Campanile Dr San Diego CA 92182,32.7720012,-32.7720012
"Ojeleye, Semi",Boston Celtics,Southern Methodist University,6425 Boaz St Dallas TX 75275,32.8449511,-32.8449511
"Milton, Shake",Philadelphia 76ers,Southern Methodist University,6425 Boaz St Dallas TX 75275,32.8449511,-32.8449511
"Brown, Sterling",Milwaukee Bucks,Southern Methodist University,6425 Boaz St Dallas TX 75275,32.8449511,-32.8449511
"Silva, Chris",Miami Heat,University of South Carolina-Columbia,Columbia-Campus Columbia SC 29208,33.9937575,-33.9937575
"Dozier, PJ",Denver Nuggets,University of South Carolina-Columbia,Columbia-Campus Columbia SC 29208,33.9937575,-33.9937575
"Thornwell, Sindarius",New Orleans Pelicans,University of South Carolina-Columbia,Columbia-Campus Columbia SC 29208,33.9937575,-33.9937575
"Cleveland, Antonius (TW, FA)",Dallas Mavericks,Southeast Missouri State University,One University Plaza  MS3200 Cape Girardeau MO 63701,37.3148783,-37.3148783
"Gibson, Taj",New York Knicks,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"Porter, Kevin ",Cleveland Cavaliers,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"Dedmon, Dewayne",Atlanta Hawks,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"Vučević, Nikola",Orlando Magic,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"McLaughlin, Jordan (TW)",Minnesota Timberwolves,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"Melton, De''Anthony",Memphis Grizzlies,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"DeRozan, DeMar",San Antonio Spurs,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"Metu, Chimezie",San Antonio Spurs,University of Southern California,University Park Los Angeles CA 90089,34.0309703,-34.0309703
"Adams, Jaylen (FA)",Portland Trail Blazers,St Bonaventure University,3261 W. State Road Saint Bonaventure NY 14778,42.0799022,-42.0799022
"Harkless, Maurice (FA)",New York Knicks,St John's University-New York,8000 Utopia Pky Queens NY 11439,40.7247555,-40.7247555
"Pointer, Sir''Dominic",Cleveland Cavaliers,St John's University-New York,8000 Utopia Pky Queens NY 11439,40.7247555,-40.7247555
"Sampson, JaKarr",Indiana Pacers,St John's University-New York,8000 Utopia Pky Queens NY 11439,40.7247555,-40.7247555
"Lopez, Brook",Milwaukee Bucks,Stanford University,450 Serra Mall Stanford CA 94305,37.4274745,-37.4274745
"Lopez, Robin",Milwaukee Bucks,Stanford University,450 Serra Mall Stanford CA 94305,37.4274745,-37.4274745
"Okpala, KZ",Miami Heat,Stanford University,450 Serra Mall Stanford CA 94305,37.4274745,-37.4274745
"Powell, Dwight ",Dallas Mavericks,Stanford University,450 Serra Mall Stanford CA 94305,37.4274745,-37.4274745
"Brissett, Oshae  (TW)",Toronto Raptors,Syracuse University,900 South Crouse Ave. Syracuse NY 13244,43.049345,-43.049345
"Carter-Williams, Michael (FA)",Orlando Magic,Syracuse University,900 South Crouse Ave. Syracuse NY 13244,43.049345,-43.049345
"Grant, Jerami",Denver Nuggets,Syracuse University,900 South Crouse Ave. Syracuse NY 13244,43.049345,-43.049345
"Anthony, Carmelo (FA)",Portland Trail Blazers,Syracuse University,900 South Crouse Ave. Syracuse NY 13244,43.049345,-43.049345
"Waiters, Dion",Los Angeles Lakers,Syracuse University,900 South Crouse Ave. Syracuse NY 13244,43.049345,-43.049345
"Williams, Kenrich",New Orleans Pelicans,Texas Christian University,2800 S University Dr Fort Worth TX 76129,32.709151,-32.709151
"Williams, Grant",Boston Celtics,The University of Tennessee-Knoxville,527 Andy Holt Tower Knoxville TN 37996,35.9520732,-35.9520732
"Harris, Tobias",Philadelphia 76ers,The University of Tennessee-Knoxville,527 Andy Holt Tower Knoxville TN 37996,35.9520732,-35.9520732
"Richardson, Josh",Philadelphia 76ers,The University of Tennessee-Knoxville,527 Andy Holt Tower Knoxville TN 37996,35.9520732,-35.9520732
"Bone, Jordan (TW, FA)",Detroit Pistons,The University of Tennessee-Knoxville,527 Andy Holt Tower Knoxville TN 37996,35.9520732,-35.9520732
"McRae, Jordan (FA)",Detroit Pistons,The University of Tennessee-Knoxville,527 Andy Holt Tower Knoxville TN 37996,35.9520732,-35.9520732
"Alexander, Kyle (TW)",Miami Heat,The University of Tennessee-Knoxville,527 Andy Holt Tower Knoxville TN 37996,35.9520732,-35.9520732
"Schofield, Admiral",Washington Wizards,The University of Tennessee-Knoxville,527 Andy Holt Tower Knoxville TN 37996,35.9520732,-35.9520732
"Covington, Robert",Houston Rockets,Tennessee State University,3500 John A. Merritt Blvd Nashville TN 37209,36.1682397,-36.1682397
"Durant, Kevin ",Brooklyn Nets,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Allen, Jarrett",Brooklyn Nets,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Thompson, Tristan",Cleveland Cavaliers,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Turner, Myles",Indiana Pacers,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Augustin, D. J. (FA)",Orlando Magic,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Bamba, Mohamed",Orlando Magic,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Bradley, Avery (L)",Los Angeles Lakers,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Joseph, Cory",Sacramento Kings,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Tucker, P. J.",Houston Rockets,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Hayes, Jaxson",New Orleans Pelicans,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Aldridge, LaMarcus ",San Antonio Spurs,The University of Texas at Austin,110 Inner Campus Drive Austin TX 78712,30.2861062,-30.2861062
"Williams, Robert",Boston Celtics,Texas A & M University-College Station,JKW Administration Building  Suite 200 College Station TX 77843,30.6187558,-30.6187558
"Jordan, DeAndre ",Brooklyn Nets,Texas A & M University-College Station,JKW Administration Building  Suite 200 College Station TX 77843,30.6187558,-30.6187558
"Middleton, Khris",Milwaukee Bucks,Texas A & M University-College Station,JKW Administration Building  Suite 200 College Station TX 77843,30.6187558,-30.6187558
"Caruso, Alex",Los Angeles Lakers,Texas A & M University-College Station,JKW Administration Building  Suite 200 College Station TX 77843,30.6187558,-30.6187558
"House, Danuel",Houston Rockets,Texas A & M University-College Station,JKW Administration Building  Suite 200 College Station TX 77843,30.6187558,-30.6187558
"Smith, Zhaire",Philadelphia 76ers,Texas Tech University,Broadway and University Avenue Lubbock TX 79409,33.5842591,-33.5842591
"Mooney, Matt (TW)",Cleveland Cavaliers,Texas Tech University,Broadway and University Avenue Lubbock TX 79409,33.5842591,-33.5842591
"Culver, Jarrett",Minnesota Timberwolves,Texas Tech University,Broadway and University Avenue Lubbock TX 79409,33.5842591,-33.5842591
"Owens, Tariq (TW, FA)",Phoenix Suns,Texas Tech University,Broadway and University Avenue Lubbock TX 79409,33.5842591,-33.5842591
"Reynolds, Cameron (TW)",Milwaukee Bucks,Tulane University of Louisiana,6823 St. Charles Avenue New Orleans LA 70118,29.9354099,-29.9354099
"Frazier, Melvin",Orlando Magic,Tulane University of Louisiana,6823 St. Charles Avenue New Orleans LA 70118,29.9354099,-29.9354099
"Harrison, Shaquille (FA)",Chicago Bulls,University of Tulsa,800 South Tucker Drive Tulsa OK 74104,36.1492597,-36.1492597
"Jeffries, DaQuan (TW)",Sacramento Kings,University of Tulsa,800 South Tucker Drive Tulsa OK 74104,36.1492597,-36.1492597
"Vincent, Gabe (TW)",Miami Heat,University of California-Santa Barbara,5221 Cheadle Hall Santa Barbara CA 93106,34.4139629,-34.4139629
"Powell, Norman",Toronto Raptors,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"LaVine, Zach",Chicago Bulls,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Love, Kevin",Cleveland Cavaliers,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Holiday, Aaron",Indiana Pacers,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Leaf, T. J.",Indiana Pacers,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Ariza, Trevor",Portland Trail Blazers,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Brown, Moses (TW, FA)",Portland Trail Blazers,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Looney, Kevon ",Golden State Warriors,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Mbah a Moute, Luc (FA)",Houston Rockets,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Westbrook, Russell",Houston Rockets,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Anderson, Kyle",Memphis Grizzlies,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Ball, Lonzo",New Orleans Pelicans,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Holiday, Jrue",New Orleans Pelicans,University of California-Los Angeles,405 Hilgard Ave Los Angeles CA 90095,34.0725988,-34.0725988
"Cacok, Devontae (TW)",Los Angeles Lakers,University of North Carolina Wilmington,601 South College Road Wilmington NC 28403,34.2277698,-34.2277698
"McCaw, Patrick ",Toronto Raptors,University of Nevada-Las Vegas,4505 S Maryland Pky Las Vegas NV 89154,36.1065217,-36.1065217
"Wood, Christian (FA)",Detroit Pistons,University of Nevada-Las Vegas,4505 S Maryland Pky Las Vegas NV 89154,36.1065217,-36.1065217
"Jones, Derrick",Miami Heat,University of Nevada-Las Vegas,4505 S Maryland Pky Las Vegas NV 89154,36.1065217,-36.1065217
"Birch, Khem",Orlando Magic,University of Nevada-Las Vegas,4505 S Maryland Pky Las Vegas NV 89154,36.1065217,-36.1065217
"Craig, Torrey (FA)",Denver Nuggets,University of South Carolina-Upstate,800 University Way Spartanburg SC 29303,35.003074,-35.003074
"Kuzma, Kyle",Los Angeles Lakers,University of Utah,201 Presidents Circle  ROOM 201 Salt Lake City UT 84112,40.7650458,-40.7650458
"Wright, Delon",Dallas Mavericks,University of Utah,201 Presidents Circle  ROOM 201 Salt Lake City UT 84112,40.7650458,-40.7650458
"Pöltl, Jakob (FA)",San Antonio Spurs,University of Utah,201 Presidents Circle  ROOM 201 Salt Lake City UT 84112,40.7650458,-40.7650458
"Broekhoff, Ryan",Philadelphia 76ers,Valparaiso University,US Highway 30 and Sturdy Road Valparaiso IN 46383,41.4602103,-41.4602103
"Kornet, Luke",Chicago Bulls,Vanderbilt University,2101 West End Avenue Nashville TN 37240,36.1490297,-36.1490297
"Garland, Darius",Cleveland Cavaliers,Vanderbilt University,2101 West End Avenue Nashville TN 37240,36.1490297,-36.1490297
"Jones, Damian (FA)",Atlanta Hawks,Vanderbilt University,2101 West End Avenue Nashville TN 37240,36.1490297,-36.1490297
"Lowry, Kyle",Toronto Raptors,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"Arcidiacono, Ryan",Chicago Bulls,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"DiVincenzo, Donte",Milwaukee Bucks,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"Spellman, Omari",Minnesota Timberwolves,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"Paschall, Eric",Golden State Warriors,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"Bridges, Mikal",Phoenix Suns,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"Brunson, Jalen ",Dallas Mavericks,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"Hart, Josh",New Orleans Pelicans,Villanova University,800 Lancaster Avenue Villanova PA 19085,40.0369846,-40.0369846
"Anderson, Justin (FA)",Brooklyn Nets,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Harris, Joe (FA)",Brooklyn Nets,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Scott, Mike",Philadelphia 76ers,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Brogdon, Malcolm",Indiana Pacers,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Hunter, De''Andre",Atlanta Hawks,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Hall, Devon (TW)",Oklahoma City Thunder,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Jerome, Ty",Phoenix Suns,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Guy, Kyle (TW)",Sacramento Kings,University of Virginia-Main Campus,1827 University Avenue Charlottesville VA 22903,38.0370443,-38.0370443
"Graham, Treveon",Atlanta Hawks,Virginia Commonwealth University,910 W Franklin St Richmond VA 23284,37.5496312,-37.5496312
"Daniels, Troy (FA)",Denver Nuggets,Virginia Commonwealth University,910 W Franklin St Richmond VA 23284,37.5496312,-37.5496312
"Alexander-Walker, Nickeil",New Orleans Pelicans,Virginia Polytechnic Institute and State University,210 Burruss Hall  800 Drillfield Dr. Blacksburg VA 24061,37.2290053,-37.2290053
"Collins, John",Atlanta Hawks,Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-36.1348359
"Teague, Jeff (FA)",Atlanta Hawks,Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-36.1348359
"Aminu, Al-Farouq ",Orlando Magic,Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-36.1348359
"Smith, Ish",Washington Wizards,Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-36.1348359
"Johnson, James",Minnesota Timberwolves,Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-36.1348359
"Paul, Chris",Oklahoma City Thunder,Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-36.1348359
"Hoard, Jaylen (TW, FA)",Portland Trail Blazers,Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-36.1348359
"Thybulle, Matisse",Philadelphia 76ers,University of Washington-Seattle Campus,1400 NE Campus Parkway Seattle WA 98195,47.6565538,-47.6565538
"Holiday, Justin",Indiana Pacers,University of Washington-Seattle Campus,1400 NE Campus Parkway Seattle WA 98195,47.6565538,-47.6565538
"Fultz, Markelle",Orlando Magic,University of Washington-Seattle Campus,1400 NE Campus Parkway Seattle WA 98195,47.6565538,-47.6565538
"Ross, Terrence",Orlando Magic,University of Washington-Seattle Campus,1400 NE Campus Parkway Seattle WA 98195,47.6565538,-47.6565538
"Nowell, Jaylen",Minnesota Timberwolves,University of Washington-Seattle Campus,1400 NE Campus Parkway Seattle WA 98195,47.6565538,-47.6565538
"Chriss, Marquese",Golden State Warriors,University of Washington-Seattle Campus,1400 NE Campus Parkway Seattle WA 98195,47.6565538,-47.6565538
"Murray, Dejounte",San Antonio Spurs,University of Washington-Seattle Campus,1400 NE Campus Parkway Seattle WA 98195,47.6565538,-47.6565538
"Thompson, Klay ",Golden State Warriors,Washington State University,French Administration Building Pullman WA 99164,46.7304151,-46.7304151
"Baynes, Aron (FA)",Phoenix Suns,Washington State University,French Administration Building Pullman WA 99164,46.7304151,-46.7304151
"Lillard, Damian",Portland Trail Blazers,Weber State University,3850 Dixon Parkway Dr. Dept. 1031 Ogden UT 84408,41.1932522,-41.1932522
"Carter, Jevon (FA)",Phoenix Suns,West Virginia University,PO Box 6201 Morgantown WV 26506,39.6480359,-39.6480359
"Lee, Courtney  (FA)",Dallas Mavericks,Western Kentucky University,1906 College Heights Blvd Bowling Green KY 42101,36.9833474,-36.9833474
"VanVleet, Fred",Toronto Raptors,Wichita State University,1845 N. Fairmount Wichita KS 67260,37.716465,-37.716465
"Shamet, Landry ",Los Angeles Clippers,Wichita State University,1845 N. Fairmount Wichita KS 67260,37.716465,-37.716465
"Kaminsky, Frank",Phoenix Suns,University of Wisconsin-Madison,500 Lincoln Dr Madison WI 53706,43.075486,-43.075486
"Nance, Larry",Cleveland Cavaliers,University of Wyoming,1000 E University Ave. Laramie WY 82071,41.3139433,-41.3139433
"James, Justin",Sacramento Kings,University of Wyoming,1000 E University Ave. Laramie WY 82071,41.3139433,-41.3139433
